# linear
# N  L2          H1
  4 0.0659796    1.33066
  8 0.0158585    0.67036
 16 0.00369972   0.336067
 32 0.000840339  0.168156
 64 0.000228778  0.0840954
128 0.000105067  0.042051
256 5.7855e-05   0.0210265
512 3.10313e-05  0.0105136


# quadratic
  4  0.0184192    0.224347
  8  0.00270398   0.0426599
 16  0.00108074   0.0118708
 32  0.000535721  0.00468977
 64  0.000268044  0.00226211
128  0.000134076  0.0011663
256  3.35255e-05  0.000473595
512  6.70486e-05  0.000651078
