#  N   L2   H1   num-CG-iter 
004 0.172769  2.02102  14
006 0.08626  1.409  26
008 0.0508425  1.07454  33
012 0.0234412  0.725251  47
016 0.0133714  0.546336  66
024 0.00600733  0.365377  100
032 0.00339313  0.274336  134
048 0.001513  0.183035  202
064 0.000852172  0.137314  269
096 0.000379153  0.0915607  402
128 0.000213371  0.0686751  534
