#  N   L2   H1   num-CG-iter 
004 0.0793834  1.33837  14
006 0.0354412  0.894036  23
008 0.0200065  0.671335  29
012 0.00892994  0.44801  36
016 0.0050351  0.336135  47
024 0.00224353  0.224152  71
032 0.00126367  0.16813  95
048 0.000562407  0.112094  143
064 0.000316578  0.0840723  191
096 0.000140803  0.056049  284
128 7.92305e-05  0.0420369  378
