#  N   L2   H1   num-CG-iter 
004   0.394431  3.60764  0.0541019  0.906318  0.000247  53
006   0.226595  1.77895  0.0130076  0.497725  0.000973  72
008   0.00296306  0.125552  0.0049123  0.00200811  0.00177  91
012   0.00135805  0.0835023  0.00218406  0.000989167  0.007499  129
016   0.00077695  0.0625298  0.00122875  0.000604956  0.022604  177
024   0.000351032  0.0415322  0.000546201  0.000289003  0.097482  248
032   0.000199116  0.0311352  0.000307261  0.000167639  0.447498  331
048   8.92422e-05  0.0207147  0.00013657  7.65267e-05  2.50509  477
