0 0 0 0
0.0625 0 0 1


0 0.0625 0 2
0 0 0 3


0.9375 0 0 4
1 0 0 5


1 0 0 6
1 0.0625 0 7


1 0.9375 0 8
1 1 0 9


1 1 0 10
0.9375 1 0 11


0.0625 1 0 12
0 1 0 13


0 1 0 14
0 0.9375 0 15


0.4375 0 0 16
0.5 0 0 17


0.5 0 0 18
0.5625 0 0 19


1 0.4375 0 20
1 0.5 0 21


1 0.5 0 22
1 0.5625 0 23


0.5625 1 0 24
0.5 1 0 25


0.5 1 0 26
0.4375 1 0 27


0 0.5 0 28
0 0.4375 0 29


0 0.5625 0 30
0 0.5 0 31


0.6875 0 0 32
0.75 0 0 33


0.75 0 0 34
0.8125 0 0 35


0.1875 0 0 36
0.25 0 0 37


0.25 0 0 38
0.3125 0 0 39


1 0.1875 0 40
1 0.25 0 41


1 0.25 0 42
1 0.3125 0 43


1 0.6875 0 44
1 0.75 0 45


1 0.75 0 46
1 0.8125 0 47


0.8125 1 0 48
0.75 1 0 49


0.75 1 0 50
0.6875 1 0 51


0.3125 1 0 52
0.25 1 0 53


0.25 1 0 54
0.1875 1 0 55


0 0.25 0 56
0 0.1875 0 57


0 0.3125 0 58
0 0.25 0 59


0 0.75 0 60
0 0.6875 0 61


0 0.8125 0 62
0 0.75 0 63


0.0625 0 0 64
0.125 0 0 65


0.125 0 0 66
0.1875 0 0 67


0.3125 0 0 68
0.375 0 0 69


0.375 0 0 70
0.4375 0 0 71


0.5625 0 0 72
0.625 0 0 73


0.625 0 0 74
0.6875 0 0 75


0.8125 0 0 76
0.875 0 0 77


0.875 0 0 78
0.9375 0 0 79


1 0.0625 0 80
1 0.125 0 81


1 0.125 0 82
1 0.1875 0 83


1 0.3125 0 84
1 0.375 0 85


1 0.375 0 86
1 0.4375 0 87


1 0.5625 0 88
1 0.625 0 89


1 0.625 0 90
1 0.6875 0 91


1 0.8125 0 92
1 0.875 0 93


1 0.875 0 94
1 0.9375 0 95


0.9375 1 0 96
0.875 1 0 97


0.875 1 0 98
0.8125 1 0 99


0.6875 1 0 100
0.625 1 0 101


0.625 1 0 102
0.5625 1 0 103


0.4375 1 0 104
0.375 1 0 105


0.375 1 0 106
0.3125 1 0 107


0.1875 1 0 108
0.125 1 0 109


0.125 1 0 110
0.0625 1 0 111


0 0.125 0 112
0 0.0625 0 113


0 0.1875 0 114
0 0.125 0 115


0 0.375 0 116
0 0.3125 0 117


0 0.4375 0 118
0 0.375 0 119


0 0.625 0 120
0 0.5625 0 121


0 0.6875 0 122
0 0.625 0 123


0 0.875 0 124
0 0.8125 0 125


0 0.9375 0 126
0 0.875 0 127


