0 0 0 0
0 0.2 0 1
0.2 0 0 2
0 0 0 0


0 0 0 3
0.2 0 0 4
0 0 0.2 5
0 0 0 3


0 0.2 0 6
0 0 0 7
0 0 0.2 8
0 0.2 0 6


0.2 0 0 9
0.2 0.2 0 10
0.4 0 0 11
0.2 0 0 9


0.2 0 0 12
0.4 0 0 13
0.2 0 0.2 14
0.2 0 0 12


0.2 0 0 15
0 0.2 0 16
0.2 0.2 0 17
0.2 0 0 15


0 0 0.2 18
0.2 0 0 19
0.2 0 0.2 20
0 0 0.2 18


0.4 0 0 21
0.4 0.2 0 22
0.6 0 0 23
0.4 0 0 21


0.4 0 0 24
0.6 0 0 25
0.4 0 0.2 26
0.4 0 0 24


0.4 0 0 27
0.2 0.2 0 28
0.4 0.2 0 29
0.4 0 0 27


0.2 0 0.2 30
0.4 0 0 31
0.4 0 0.2 32
0.2 0 0.2 30


0.6 0 0 33
0.6 0.2 0 34
0.8 0 0 35
0.6 0 0 33


0.6 0 0 36
0.8 0 0 37
0.6 0 0.2 38
0.6 0 0 36


0.6 0 0 39
0.4 0.2 0 40
0.6 0.2 0 41
0.6 0 0 39


0.4 0 0.2 42
0.6 0 0 43
0.6 0 0.2 44
0.4 0 0.2 42


0.8 0 0 45
0.8 0.2 0 46
1 0 0 47
0.8 0 0 45


0.8 0 0 48
1 0 0 49
0.8 0 0.2 50
0.8 0 0 48


0.8 0 0 51
0.6 0.2 0 52
0.8 0.2 0 53
0.8 0 0 51


0.6 0 0.2 54
0.8 0 0 55
0.8 0 0.2 56
0.6 0 0.2 54


1 0 0 57
0.8 0.2 0 58
1 0.2 0 59
1 0 0 57


1 0 0.2 60
1 0 0 61
1 0.2 0 62
1 0 0.2 60


0.8 0 0.2 63
1 0 0 64
1 0 0.2 65
0.8 0 0.2 63


0 0.2 0 66
0 0.4 0 67
0.2 0.2 0 68
0 0.2 0 66


0 0.4 0 69
0 0.2 0 70
0 0.2 0.2 71
0 0.4 0 69


0 0.2 0 72
0 0 0.2 73
0 0.2 0.2 74
0 0.2 0 72


0.2 0.2 0 75
0.2 0.4 0 76
0.4 0.2 0 77
0.2 0.2 0 75


0.2 0.2 0 78
0 0.4 0 79
0.2 0.4 0 80
0.2 0.2 0 78


0.4 0.2 0 81
0.4 0.4 0 82
0.6 0.2 0 83
0.4 0.2 0 81


0.4 0.2 0 84
0.2 0.4 0 85
0.4 0.4 0 86
0.4 0.2 0 84


0.6 0.2 0 87
0.6 0.4 0 88
0.8 0.2 0 89
0.6 0.2 0 87


0.6 0.2 0 90
0.4 0.4 0 91
0.6 0.4 0 92
0.6 0.2 0 90


0.8 0.2 0 93
0.8 0.4 0 94
1 0.2 0 95
0.8 0.2 0 93


0.8 0.2 0 96
0.6 0.4 0 97
0.8 0.4 0 98
0.8 0.2 0 96


1 0.2 0 99
0.8 0.4 0 100
1 0.4 0 101
1 0.2 0 99


1 0.2 0.2 102
1 0.2 0 103
1 0.4 0 104
1 0.2 0.2 102


1 0 0.2 105
1 0.2 0 106
1 0.2 0.2 107
1 0 0.2 105


0 0.4 0 108
0 0.6 0 109
0.2 0.4 0 110
0 0.4 0 108


0 0.6 0 111
0 0.4 0 112
0 0.4 0.2 113
0 0.6 0 111


0 0.4 0 114
0 0.2 0.2 115
0 0.4 0.2 116
0 0.4 0 114


0.2 0.4 0 117
0.2 0.6 0 118
0.4 0.4 0 119
0.2 0.4 0 117


0.2 0.4 0 120
0 0.6 0 121
0.2 0.6 0 122
0.2 0.4 0 120


0.4 0.4 0 123
0.4 0.6 0 124
0.6 0.4 0 125
0.4 0.4 0 123


0.4 0.4 0 126
0.2 0.6 0 127
0.4 0.6 0 128
0.4 0.4 0 126


0.6 0.4 0 129
0.6 0.6 0 130
0.8 0.4 0 131
0.6 0.4 0 129


0.6 0.4 0 132
0.4 0.6 0 133
0.6 0.6 0 134
0.6 0.4 0 132


0.8 0.4 0 135
0.8 0.6 0 136
1 0.4 0 137
0.8 0.4 0 135


0.8 0.4 0 138
0.6 0.6 0 139
0.8 0.6 0 140
0.8 0.4 0 138


1 0.4 0 141
0.8 0.6 0 142
1 0.6 0 143
1 0.4 0 141


1 0.4 0.2 144
1 0.4 0 145
1 0.6 0 146
1 0.4 0.2 144


1 0.2 0.2 147
1 0.4 0 148
1 0.4 0.2 149
1 0.2 0.2 147


0 0.6 0 150
0 0.8 0 151
0.2 0.6 0 152
0 0.6 0 150


0 0.8 0 153
0 0.6 0 154
0 0.6 0.2 155
0 0.8 0 153


0 0.6 0 156
0 0.4 0.2 157
0 0.6 0.2 158
0 0.6 0 156


0.2 0.6 0 159
0.2 0.8 0 160
0.4 0.6 0 161
0.2 0.6 0 159


0.2 0.6 0 162
0 0.8 0 163
0.2 0.8 0 164
0.2 0.6 0 162


0.4 0.6 0 165
0.4 0.8 0 166
0.6 0.6 0 167
0.4 0.6 0 165


0.4 0.6 0 168
0.2 0.8 0 169
0.4 0.8 0 170
0.4 0.6 0 168


0.6 0.6 0 171
0.6 0.8 0 172
0.8 0.6 0 173
0.6 0.6 0 171


0.6 0.6 0 174
0.4 0.8 0 175
0.6 0.8 0 176
0.6 0.6 0 174


0.8 0.6 0 177
0.8 0.8 0 178
1 0.6 0 179
0.8 0.6 0 177


0.8 0.6 0 180
0.6 0.8 0 181
0.8 0.8 0 182
0.8 0.6 0 180


1 0.6 0 183
0.8 0.8 0 184
1 0.8 0 185
1 0.6 0 183


1 0.6 0.2 186
1 0.6 0 187
1 0.8 0 188
1 0.6 0.2 186


1 0.4 0.2 189
1 0.6 0 190
1 0.6 0.2 191
1 0.4 0.2 189


0 0.8 0 192
0 1 0 193
0.2 0.8 0 194
0 0.8 0 192


0 1 0 195
0 0.8 0 196
0 0.8 0.2 197
0 1 0 195


0 0.8 0 198
0 0.6 0.2 199
0 0.8 0.2 200
0 0.8 0 198


0.2 0.8 0 201
0.2 1 0 202
0.4 0.8 0 203
0.2 0.8 0 201


0.2 0.8 0 204
0 1 0 205
0.2 1 0 206
0.2 0.8 0 204


0.4 0.8 0 207
0.4 1 0 208
0.6 0.8 0 209
0.4 0.8 0 207


0.4 0.8 0 210
0.2 1 0 211
0.4 1 0 212
0.4 0.8 0 210


0.6 0.8 0 213
0.6 1 0 214
0.8 0.8 0 215
0.6 0.8 0 213


0.6 0.8 0 216
0.4 1 0 217
0.6 1 0 218
0.6 0.8 0 216


0.8 0.8 0 219
0.8 1 0 220
1 0.8 0 221
0.8 0.8 0 219


0.8 0.8 0 222
0.6 1 0 223
0.8 1 0 224
0.8 0.8 0 222


1 0.8 0 225
0.8 1 0 226
1 1 0 227
1 0.8 0 225


1 0.8 0.2 228
1 0.8 0 229
1 1 0 230
1 0.8 0.2 228


1 0.6 0.2 231
1 0.8 0 232
1 0.8 0.2 233
1 0.6 0.2 231


0.2 1 0 234
0 1 0 235
0 1 0.2 236
0.2 1 0 234


0 1 0 237
0 0.8 0.2 238
0 1 0.2 239
0 1 0 237


0.4 1 0 240
0.2 1 0 241
0.2 1 0.2 242
0.4 1 0 240


0.2 1 0 243
0 1 0.2 244
0.2 1 0.2 245
0.2 1 0 243


0.6 1 0 246
0.4 1 0 247
0.4 1 0.2 248
0.6 1 0 246


0.4 1 0 249
0.2 1 0.2 250
0.4 1 0.2 251
0.4 1 0 249


0.8 1 0 252
0.6 1 0 253
0.6 1 0.2 254
0.8 1 0 252


0.6 1 0 255
0.4 1 0.2 256
0.6 1 0.2 257
0.6 1 0 255


1 1 0 258
0.8 1 0 259
0.8 1 0.2 260
1 1 0 258


0.8 1 0 261
0.6 1 0.2 262
0.8 1 0.2 263
0.8 1 0 261


1 0.8 0.2 264
1 1 0 265
1 1 0.2 266
1 0.8 0.2 264


1 1 0 267
0.8 1 0.2 268
1 1 0.2 269
1 1 0 267


0 0 0.2 270
0.2 0 0.2 271
0 0 0.4 272
0 0 0.2 270


0 0.2 0.2 273
0 0 0.2 274
0 0 0.4 275
0 0.2 0.2 273


0.2 0 0.2 276
0.4 0 0.2 277
0.2 0 0.4 278
0.2 0 0.2 276


0 0 0.4 279
0.2 0 0.2 280
0.2 0 0.4 281
0 0 0.4 279


0.4 0 0.2 282
0.6 0 0.2 283
0.4 0 0.4 284
0.4 0 0.2 282


0.2 0 0.4 285
0.4 0 0.2 286
0.4 0 0.4 287
0.2 0 0.4 285


0.6 0 0.2 288
0.8 0 0.2 289
0.6 0 0.4 290
0.6 0 0.2 288


0.4 0 0.4 291
0.6 0 0.2 292
0.6 0 0.4 293
0.4 0 0.4 291


0.8 0 0.2 294
1 0 0.2 295
0.8 0 0.4 296
0.8 0 0.2 294


0.6 0 0.4 297
0.8 0 0.2 298
0.8 0 0.4 299
0.6 0 0.4 297


1 0 0.4 300
1 0 0.2 301
1 0.2 0.2 302
1 0 0.4 300


0.8 0 0.4 303
1 0 0.2 304
